page_url,page_views,session_duration,bounce_rate,device_type,browser,operating_system,traffic_status
SubpageUrl,380,858,0.67,1,2,1,1
ErrorPageUrl,9114,586,0.99,3,3,3,0
HomePageUrl,6402,697,0.84,1,3,2,0
ContactorSupportUrl,944,25,0.89,1,4,1,1
ProductUrl,4591,701,0.78,2,3,4,1
LoginUrl,7663,594,0.41,2,3,1,0
HomePageUrl,2736,177,0.34,3,4,3,1
SubpageUrl,2590,432,0.15,3,1,4,1
LoginUrl,8721,322,0.33,3,2,1,0
LoginUrl,21,434,0.88,1,3,1,1
ErrorPageUrl,6500,196,0.68,2,2,2,0
ErrorPageUrl,8965,928,0.57,1,1,1,0
HomePageUrl,5807,918,0.41,2,4,1,0
ErrorPageUrl,3067,221,0.13,2,1,2,1
LoginUrl,4569,573,0.96,2,1,2,1
ProductUrl,4896,466,0.5,1,1,4,1
LoginUrl,2763,274,0.17,3,3,1,1
LoginUrl,1153,21,0.64,2,2,3,1
ProductUrl,9734,630,0.22,3,3,4,0
ContactorSupportUrl,8538,683,0.77,3,3,3,0
ErrorPageUrl,2901,981,0.37,2,3,3,1
LoginUrl,5181,393,0.51,1,4,4,0
LoginUrl,3995,942,0.39,1,1,2,1
SubpageUrl,7887,597,0.94,2,1,4,0
ErrorPageUrl,6328,972,0.82,2,1,4,0
ProductUrl,4658,60,0.38,1,4,4,1
ErrorPageUrl,3225,453,0.6,3,1,4,1
LoginUrl,4359,334,0.74,3,2,2,1
ErrorPageUrl,6352,623,0.49,3,1,1,0
ProductUrl,4977,388,0.84,1,2,3,1
ContactorSupportUrl,3518,860,0.73,2,4,4,1
HomePageUrl,4753,131,0.87,3,4,2,1
ProductUrl,5213,111,0.79,3,1,3,1
ErrorPageUrl,7004,704,0.89,2,3,3,0
SubpageUrl,2812,995,0.91,2,2,4,1
LoginUrl,6565,378,0.16,3,3,3,0
LoginUrl,6377,813,0.67,2,2,4,0
SubpageUrl,1851,695,0.15,1,2,1,1
HomePageUrl,6863,389,0.4,3,1,3,0
ProductUrl,3759,482,0.88,1,3,1,1
LoginUrl,5307,121,0.31,2,3,1,0
HomePageUrl,5401,858,0.51,1,3,4,0
ProductUrl,437,980,0.12,2,4,1,1
ErrorPageUrl,7851,880,0.36,3,1,4,0
LoginUrl,6304,481,0.57,2,2,1,0
SubpageUrl,4804,124,0.55,1,4,1,1
ContactorSupportUrl,6215,533,0.4,1,4,1,0
SubpageUrl,9814,24,0.33,2,2,4,0
HomePageUrl,8036,716,0.52,3,4,3,0
HomePageUrl,6435,472,0.7,1,2,4,0
ProductUrl,556,943,0.73,2,3,3,1
SubpageUrl,3362,347,0.41,1,2,4,1
LoginUrl,8356,607,0.47,3,2,2,0
ContactorSupportUrl,3688,514,0.26,1,3,2,1
LoginUrl,4579,971,0.94,2,2,2,1
ProductUrl,7896,368,0.84,3,3,3,0
LoginUrl,314,618,0.83,2,3,3,1
ProductUrl,3896,207,0.58,3,2,1,1
ContactorSupportUrl,9882,140,0.43,3,2,3,0
SubpageUrl,1357,28,0.97,2,4,4,1
ContactorSupportUrl,8644,420,0.78,3,3,3,0
ProductUrl,9991,197,0.71,1,1,4,0
ProductUrl,1133,782,0.16,1,4,4,1
ErrorPageUrl,2254,249,0.65,3,4,4,1
ErrorPageUrl,4635,970,0.63,3,2,4,1
SubpageUrl,609,218,0.29,1,4,3,1
ErrorPageUrl,1109,627,0.31,3,4,2,1
ErrorPageUrl,4502,720,0.64,1,1,4,1
HomePageUrl,9571,620,0.16,2,1,1,0
ErrorPageUrl,7834,765,0.27,2,3,3,0
LoginUrl,334,705,0.21,2,4,3,1
SubpageUrl,1359,939,0.49,2,1,3,1
LoginUrl,9885,592,0.11,2,2,4,0
ContactorSupportUrl,2601,690,0.17,2,1,4,1
ErrorPageUrl,4478,471,0.32,1,2,4,1
ErrorPageUrl,2711,426,0.9,1,3,3,1
ErrorPageUrl,8787,764,0.39,3,2,4,0
SubpageUrl,7672,337,0.37,1,3,2,0
ProductUrl,9488,446,0.58,1,4,2,0
HomePageUrl,8909,286,0.96,3,2,2,0
LoginUrl,5564,379,0.76,2,4,1,0
ContactorSupportUrl,7333,155,0.4,1,2,1,0
HomePageUrl,3046,282,0.45,2,1,3,1
HomePageUrl,3446,375,0.85,2,3,2,1
ErrorPageUrl,9958,236,0.58,3,2,2,0
ContactorSupportUrl,6205,905,0.33,1,4,1,0
ProductUrl,5005,73,0.32,2,3,2,1
ErrorPageUrl,6091,466,0.91,2,1,2,0
ContactorSupportUrl,3510,540,0.54,1,2,3,1
ErrorPageUrl,2936,975,0.47,2,4,1,1
HomePageUrl,529,231,0.67,3,2,3,1
ContactorSupportUrl,6197,537,0.31,3,4,2,0
ProductUrl,5809,240,0.72,1,3,4,0
SubpageUrl,1267,216,0.29,3,1,2,1
HomePageUrl,36,754,0.56,3,3,2,1
HomePageUrl,8624,571,0.15,2,1,1,0
ContactorSupportUrl,6338,864,0.6,3,1,3,0
ContactorSupportUrl,4938,668,0.61,2,3,1,0
ErrorPageUrl,7564,622,0.56,1,2,4,0
LoginUrl,2821,18,0.71,3,1,2,1
LoginUrl,1506,504,0.17,2,1,3,1
ErrorPageUrl,9273,681,0.74,3,1,3,0
ErrorPageUrl,7981,539,0.69,1,4,2,0
LoginUrl,1853,147,0.9,1,2,4,1
ContactorSupportUrl,8342,316,0.59,3,4,3,0
LoginUrl,9031,280,0.29,2,3,4,0
LoginUrl,3261,509,0.24,1,3,2,1
ContactorSupportUrl,7768,361,0.98,1,1,2,0
LoginUrl,4746,251,0.32,2,3,2,1
ErrorPageUrl,8453,297,0.93,3,3,3,0
ContactorSupportUrl,6495,615,0.76,3,1,2,0
HomePageUrl,9841,883,0.48,1,1,4,0
ContactorSupportUrl,2501,593,0.64,2,3,3,1
HomePageUrl,3533,664,0.85,1,3,2,1
LoginUrl,3557,724,0.43,3,3,4,1
LoginUrl,84,611,0.56,2,1,2,1
HomePageUrl,1917,667,0.72,2,4,1,1
ContactorSupportUrl,4722,719,0.64,1,1,2,1
ProductUrl,985,129,0.44,1,1,4,1
LoginUrl,9839,216,0.18,3,3,3,0
SubpageUrl,2073,30,0.9,2,4,2,1
LoginUrl,973,909,0.45,1,2,4,1
SubpageUrl,4262,966,0.43,1,1,3,1
ContactorSupportUrl,5323,902,0.81,3,1,4,0
SubpageUrl,6788,575,0.36,2,4,3,0
HomePageUrl,1477,484,0.97,3,1,1,1
HomePageUrl,6407,243,0.93,1,3,1,0
ErrorPageUrl,779,258,0.37,1,1,2,1
ProductUrl,8920,896,0.74,1,1,1,0
SubpageUrl,612,913,0.82,1,3,3,1
ProductUrl,1813,683,0.99,2,2,3,1
ProductUrl,9173,793,0.93,2,4,1,0
ErrorPageUrl,7061,711,0.74,1,4,4,0
ContactorSupportUrl,7024,133,0.95,2,3,3,0
SubpageUrl,3064,93,0.31,2,4,2,1
LoginUrl,3147,620,0.53,3,4,4,1
HomePageUrl,1837,519,0.51,2,1,4,1
ProductUrl,5932,61,0.67,1,2,1,0
SubpageUrl,1214,775,0.2,2,3,2,1
ContactorSupportUrl,1112,730,0.98,3,3,3,1
ErrorPageUrl,3901,749,0.83,3,2,4,1
HomePageUrl,2230,763,0.47,1,1,4,1
ProductUrl,6435,539,0.91,2,4,4,0
ContactorSupportUrl,9738,371,0.5,2,3,2,0
SubpageUrl,4914,729,0.32,2,2,4,0
HomePageUrl,4119,487,0.25,1,2,1,1
ProductUrl,4319,507,0.93,3,1,3,1
SubpageUrl,3089,827,0.37,3,1,4,1
ErrorPageUrl,8565,616,0.73,3,3,2,0
SubpageUrl,6832,508,0.33,1,1,1,0
ErrorPageUrl,5963,37,0.75,3,2,4,0
ErrorPageUrl,820,588,0.25,2,3,1,1
HomePageUrl,1072,940,0.43,2,3,4,1
HomePageUrl,9134,938,0.67,3,1,2,0
ProductUrl,7743,900,0.22,1,4,2,0
ProductUrl,2341,731,0.32,1,2,2,1
ErrorPageUrl,3109,690,0.53,3,3,3,1
LoginUrl,9010,709,0.56,2,2,1,0
LoginUrl,8933,608,0.56,2,3,2,0
HomePageUrl,2213,181,0.68,3,4,2,1
HomePageUrl,8978,383,0.55,3,1,1,0
SubpageUrl,9613,789,0.15,2,2,3,0
ProductUrl,9101,788,0.13,2,4,4,0
LoginUrl,9920,214,0.94,1,4,1,0
LoginUrl,2848,312,0.51,1,3,2,1
ErrorPageUrl,3177,280,0.14,1,3,3,1
LoginUrl,2706,4,0.53,1,2,4,1
HomePageUrl,7493,399,0.46,3,2,2,0
LoginUrl,6273,233,0.28,1,3,4,0
ErrorPageUrl,1137,946,0.92,3,4,3,1
ContactorSupportUrl,1946,686,0.98,1,3,1,1
ContactorSupportUrl,663,688,0.9,2,2,2,1
ContactorSupportUrl,2438,815,0.86,1,4,1,1
LoginUrl,2697,609,0.86,2,2,4,1
SubpageUrl,8552,473,0.2,1,1,3,0
HomePageUrl,2020,397,0.12,3,3,3,1
ContactorSupportUrl,2475,108,0.54,3,4,1,1
SubpageUrl,7587,709,0.25,2,4,4,0
SubpageUrl,7194,130,0.19,3,1,4,0
LoginUrl,342,724,0.69,3,2,3,1
ContactorSupportUrl,7405,756,0.45,1,3,4,0
ProductUrl,5229,186,0.97,1,4,1,1
HomePageUrl,435,769,0.45,1,4,1,1
ErrorPageUrl,3343,3,0.91,1,1,1,1
ContactorSupportUrl,3657,628,0.34,1,4,3,1
ErrorPageUrl,5749,595,0.97,2,3,4,0
ProductUrl,5651,522,0.79,1,4,2,0
ErrorPageUrl,5582,879,0.53,1,4,3,0
ErrorPageUrl,141,667,0.76,2,3,2,1
ContactorSupportUrl,8918,290,0.56,3,3,1,0
ProductUrl,2239,374,0.76,3,1,3,1
HomePageUrl,6026,319,0.45,2,2,3,0
HomePageUrl,7696,23,0.41,1,3,3,0
LoginUrl,2320,620,0.72,3,2,1,1
HomePageUrl,9060,729,0.62,2,3,3,0
ProductUrl,1776,997,0.59,2,4,1,1
LoginUrl,1333,252,0.38,3,1,2,1
SubpageUrl,492,88,0.74,1,2,1,1
ContactorSupportUrl,7708,696,0.26,2,2,1,0
ProductUrl,9923,169,0.16,3,3,4,0
HomePageUrl,6833,983,0.47,1,1,1,0
LoginUrl,1726,178,0.2,2,2,2,1
ProductUrl,9839,919,0.36,2,1,2,0
SubpageUrl,5368,444,0.11,2,1,3,0
SubpageUrl,7934,440,0.18,1,4,3,0
LoginUrl,6923,806,0.13,3,3,1,0
ErrorPageUrl,7032,309,0.11,1,2,2,0
HomePageUrl,9160,259,0.15,1,4,1,0
SubpageUrl,178,766,0.86,3,3,3,1
SubpageUrl,5099,122,0.81,1,2,2,1
SubpageUrl,9321,952,0.58,1,1,2,0
HomePageUrl,460,325,0.72,1,4,4,1
ContactorSupportUrl,9307,131,0.65,1,3,2,0
ContactorSupportUrl,6193,387,0.93,3,2,1,0
ContactorSupportUrl,7905,340,0.25,3,4,1,0
SubpageUrl,1756,607,0.89,1,3,3,1
LoginUrl,1868,568,0.25,2,3,1,1
ProductUrl,1749,415,0.59,3,3,1,1
ErrorPageUrl,3229,158,0.71,3,1,2,1
LoginUrl,4037,191,0.95,1,2,2,1
ErrorPageUrl,7626,337,0.77,1,2,2,0
LoginUrl,8192,908,0.88,2,2,3,0
ProductUrl,7147,211,0.62,2,1,4,0
ProductUrl,5507,56,0.89,1,2,1,0
ErrorPageUrl,683,236,0.98,2,2,3,1
ProductUrl,4791,199,0.84,1,3,4,1
HomePageUrl,9194,534,0.99,3,3,3,0
ContactorSupportUrl,3061,15,0.2,3,3,3,1
ErrorPageUrl,9222,924,0.96,1,3,4,0
ErrorPageUrl,6051,572,0.86,1,4,4,0
SubpageUrl,9572,750,0.87,1,3,1,0
HomePageUrl,8775,288,0.13,2,1,2,0
ErrorPageUrl,1970,251,0.73,1,2,2,1
LoginUrl,3302,635,0.74,3,3,4,1
ContactorSupportUrl,3073,742,0.91,2,1,2,1
SubpageUrl,8773,63,0.94,1,2,2,0
HomePageUrl,9893,139,0.28,2,2,2,0
ContactorSupportUrl,3212,719,0.39,1,4,1,1
ProductUrl,8576,811,0.9,2,2,4,0
ContactorSupportUrl,1093,746,0.94,3,4,4,1
LoginUrl,9967,801,0.84,2,4,1,0
SubpageUrl,4526,590,0.87,2,3,4,1
ErrorPageUrl,70,92,0.92,3,4,1,1
LoginUrl,2702,634,0.4,1,2,2,1
SubpageUrl,7159,538,0.67,1,2,2,0
ProductUrl,8506,800,0.21,3,2,1,0
LoginUrl,6254,460,0.89,2,4,2,0
LoginUrl,7872,755,0.86,2,4,3,0
ProductUrl,2848,546,0.33,3,3,3,1
ContactorSupportUrl,9779,242,0.14,1,3,2,0
ProductUrl,5342,867,0.7,1,4,1,0
LoginUrl,2633,697,0.36,3,1,2,1
SubpageUrl,6907,161,0.5,3,3,1,0
ErrorPageUrl,1713,557,0.17,3,2,4,1
ProductUrl,9516,215,0.5,3,1,2,0
HomePageUrl,588,57,0.19,3,4,4,1
ContactorSupportUrl,6542,422,0.87,3,2,3,0
ContactorSupportUrl,1798,684,0.64,1,2,4,1
ContactorSupportUrl,613,207,0.62,3,1,2,1
HomePageUrl,5364,606,0.4,3,2,3,0
LoginUrl,6280,566,0.92,2,2,2,0
HomePageUrl,3730,8,0.58,1,4,3,1
ErrorPageUrl,7799,80,0.98,2,2,4,0
LoginUrl,9118,689,0.4,2,2,4,0
ErrorPageUrl,4824,558,0.31,2,3,4,1
LoginUrl,2652,563,0.92,1,4,1,1
ContactorSupportUrl,2729,359,0.27,1,1,1,1
ErrorPageUrl,4118,612,0.63,1,4,3,1
ErrorPageUrl,463,35,0.37,2,3,3,1
ContactorSupportUrl,9220,907,0.36,1,4,1,0
ProductUrl,5895,867,0.33,1,1,4,0
ErrorPageUrl,3565,211,0.79,1,1,2,1
ProductUrl,1102,790,0.32,1,2,2,1
LoginUrl,7054,628,0.39,2,3,3,0
ProductUrl,7389,730,0.16,1,2,1,0
LoginUrl,1068,16,0.55,1,3,1,1
HomePageUrl,1965,774,0.61,1,1,4,1
HomePageUrl,3614,251,0.69,2,1,4,1
HomePageUrl,1767,713,0.85,3,3,1,1
ErrorPageUrl,9357,361,0.92,3,2,1,0
ProductUrl,7122,453,0.7,1,1,3,0
ProductUrl,1941,780,0.18,1,1,2,1
HomePageUrl,8444,941,0.71,2,4,2,0
HomePageUrl,5715,153,0.95,3,2,1,0
ErrorPageUrl,4843,776,0.13,3,1,4,1
ContactorSupportUrl,9562,531,0.8,2,4,1,0
ProductUrl,98,601,0.86,2,3,3,1
HomePageUrl,4940,567,0.27,3,1,2,1
HomePageUrl,6602,788,0.39,3,4,3,0
ProductUrl,823,333,0.47,3,3,1,1
ProductUrl,4835,358,0.13,2,2,2,1
SubpageUrl,74,593,0.83,3,2,4,1
ProductUrl,2376,903,0.11,3,4,2,1
HomePageUrl,9830,592,0.25,3,3,3,0
HomePageUrl,7159,967,0.9,2,1,2,0
ErrorPageUrl,9113,827,0.99,2,2,2,0
ProductUrl,5981,747,0.14,2,2,1,0
SubpageUrl,2456,695,1.0,3,1,3,1
ProductUrl,5334,922,0.73,1,2,4,0
LoginUrl,3217,512,0.4,2,4,3,1
LoginUrl,5876,313,0.45,3,4,3,0
HomePageUrl,5072,464,0.66,1,2,2,0
ErrorPageUrl,909,36,0.97,1,2,1,1
SubpageUrl,5594,362,0.84,3,1,2,0
HomePageUrl,9685,589,0.67,2,4,4,0
ContactorSupportUrl,1886,626,0.1,3,4,4,1
ErrorPageUrl,1836,363,0.49,2,4,2,1
ProductUrl,6256,241,0.97,1,4,1,0
ErrorPageUrl,5969,856,0.43,2,3,4,0
ErrorPageUrl,5344,584,0.12,3,4,1,0
ProductUrl,2261,390,0.78,2,4,3,1
HomePageUrl,625,466,0.44,2,3,3,1
LoginUrl,5680,523,0.41,1,3,3,0
ErrorPageUrl,6231,531,0.44,2,2,3,0
HomePageUrl,5239,535,0.52,3,1,3,0
LoginUrl,6521,685,0.3,2,3,1,0
ProductUrl,6053,718,0.3,1,1,2,0
ContactorSupportUrl,5720,712,0.91,2,2,3,0
HomePageUrl,6196,505,0.44,3,2,3,0
ContactorSupportUrl,5052,779,0.31,1,2,3,0
ContactorSupportUrl,4852,83,0.68,2,1,3,1
HomePageUrl,1384,248,0.16,3,1,2,1
LoginUrl,7686,63,0.93,3,2,1,0
ErrorPageUrl,8433,540,0.15,2,3,4,0
ContactorSupportUrl,2939,791,0.62,1,3,2,1
ErrorPageUrl,2964,36,0.15,1,1,4,1
ErrorPageUrl,9999,882,0.28,2,3,1,0
SubpageUrl,6718,306,0.21,3,4,1,0
ProductUrl,5372,122,0.39,3,1,1,0
LoginUrl,8193,419,0.62,3,1,3,0
ContactorSupportUrl,2456,397,0.33,2,4,2,1
SubpageUrl,1806,568,0.16,3,2,1,1
ProductUrl,5516,878,0.98,3,3,1,0
LoginUrl,6293,760,0.22,1,3,4,0
ProductUrl,8533,266,0.36,3,3,2,0
ErrorPageUrl,16,347,1.0,2,4,2,1
ProductUrl,3462,55,0.26,3,3,3,1
ContactorSupportUrl,6078,211,0.43,1,2,1,0
LoginUrl,9319,558,0.3,3,2,4,0
ContactorSupportUrl,7046,294,0.46,3,4,3,0
ProductUrl,9980,655,0.32,3,3,4,0
LoginUrl,534,545,0.38,1,1,4,1
ErrorPageUrl,7836,745,0.61,3,4,1,0
SubpageUrl,9108,151,0.93,1,4,3,0
ContactorSupportUrl,93,915,0.69,3,4,1,1
ErrorPageUrl,9042,955,0.11,1,3,2,0
ProductUrl,5326,986,0.58,2,2,4,0
HomePageUrl,1783,211,0.21,2,2,2,1
HomePageUrl,1872,947,0.99,2,2,1,1
ContactorSupportUrl,4078,241,0.97,2,3,2,1
SubpageUrl,382,328,0.68,1,4,3,1
SubpageUrl,7807,279,0.1,2,1,2,0
HomePageUrl,4602,475,0.41,2,3,1,1
LoginUrl,381,541,0.9,2,4,3,1
ProductUrl,2557,21,0.85,2,2,2,1
ProductUrl,4548,762,0.66,2,3,4,1
ProductUrl,1218,421,0.7,2,4,4,1
SubpageUrl,939,834,0.15,1,4,1,1
ProductUrl,7638,551,0.11,1,4,3,0
ProductUrl,1948,789,0.78,1,4,3,1
HomePageUrl,9820,523,0.28,3,1,3,0
ContactorSupportUrl,4187,969,0.26,3,4,3,1
HomePageUrl,1197,765,0.22,2,2,2,1
ContactorSupportUrl,7614,413,0.14,1,2,4,0
HomePageUrl,6780,399,0.7,1,4,4,0
ErrorPageUrl,6924,773,0.67,1,1,3,0
HomePageUrl,1026,616,0.8,1,3,3,1
LoginUrl,5115,157,0.38,2,3,2,1
SubpageUrl,1632,246,0.38,2,1,1,1
LoginUrl,5410,767,0.26,3,4,1,0
ContactorSupportUrl,6955,111,0.55,1,2,2,0
ContactorSupportUrl,1511,825,0.12,1,3,2,1
ErrorPageUrl,212,690,0.2,2,3,1,1
ContactorSupportUrl,7068,55,0.66,2,4,3,0
ProductUrl,841,711,0.22,2,2,1,1
LoginUrl,2441,976,0.21,1,2,3,1
HomePageUrl,9048,458,0.96,2,3,1,0
HomePageUrl,6175,652,0.37,3,3,1,0
HomePageUrl,8173,499,0.74,1,4,4,0
HomePageUrl,9666,104,0.14,3,4,3,0
ProductUrl,6160,868,0.82,1,4,1,0
HomePageUrl,5946,753,0.49,1,1,3,0
ProductUrl,1156,901,0.84,1,3,1,1
ContactorSupportUrl,3625,822,0.47,2,3,2,1
LoginUrl,6782,546,0.58,1,3,2,0
LoginUrl,9225,805,0.94,1,3,1,0
ContactorSupportUrl,4348,781,0.2,3,4,1,1
ProductUrl,6011,86,0.77,3,4,2,0
SubpageUrl,4124,209,0.57,2,4,2,1
ContactorSupportUrl,3244,229,0.72,1,4,1,1
HomePageUrl,8095,705,0.91,3,4,2,0
ErrorPageUrl,4554,852,0.29,1,4,2,1
SubpageUrl,4166,475,0.5,1,3,2,1
SubpageUrl,3179,481,0.68,3,4,1,1
ContactorSupportUrl,9455,706,0.17,3,2,4,0
SubpageUrl,4404,723,0.64,1,3,1,1
ContactorSupportUrl,5575,973,0.3,3,2,3,0
LoginUrl,309,50,0.25,2,4,2,1
ProductUrl,5574,215,0.63,3,2,1,0
ProductUrl,4481,665,0.61,3,1,4,1
LoginUrl,2115,387,0.78,1,3,2,1
LoginUrl,9852,228,0.74,2,1,3,0
ContactorSupportUrl,7811,270,0.76,2,3,4,0
ContactorSupportUrl,9490,616,0.21,1,4,4,0
SubpageUrl,1612,445,0.57,3,3,3,1
HomePageUrl,6088,927,0.19,1,1,1,0
ProductUrl,7660,945,0.9,2,3,2,0
SubpageUrl,5090,899,0.93,3,3,3,0
HomePageUrl,9965,299,0.67,3,1,3,0
ContactorSupportUrl,8931,389,0.17,2,3,3,0
ContactorSupportUrl,2341,874,0.48,2,4,4,1
HomePageUrl,6628,544,0.88,1,4,1,0
HomePageUrl,1706,851,0.76,1,3,2,1
ErrorPageUrl,963,435,0.3,3,3,1,1
ProductUrl,4950,769,0.57,1,3,2,0
ProductUrl,8404,375,0.41,2,2,4,0
ContactorSupportUrl,9935,650,0.51,3,1,1,0
ContactorSupportUrl,827,594,0.79,3,3,4,1
ContactorSupportUrl,8386,461,0.37,1,4,2,0
LoginUrl,7442,52,0.86,2,2,4,0
LoginUrl,8284,860,0.9,2,2,3,0
ErrorPageUrl,2951,852,0.55,3,3,1,1
ProductUrl,5982,30,0.6,2,3,1,0
HomePageUrl,769,650,0.37,1,2,3,1
ErrorPageUrl,9793,160,0.47,3,1,2,0
LoginUrl,1627,992,0.94,2,4,3,1
ContactorSupportUrl,815,398,0.86,2,1,1,1
LoginUrl,3937,372,0.7,3,3,4,1
ErrorPageUrl,7784,585,0.15,1,4,2,0
ProductUrl,361,437,0.21,2,3,4,1
HomePageUrl,7311,731,0.4,2,3,1,0
HomePageUrl,9660,879,0.93,2,4,1,0
ErrorPageUrl,2151,205,0.21,3,4,4,1
SubpageUrl,5034,617,0.91,2,1,4,0
ErrorPageUrl,8647,362,0.82,3,2,3,0
HomePageUrl,8675,555,0.91,1,3,3,0
HomePageUrl,3798,225,0.86,1,3,4,1
HomePageUrl,9820,536,0.83,2,1,1,0
HomePageUrl,7596,342,0.81,1,1,3,0
ContactorSupportUrl,377,95,0.5,2,4,2,1
ErrorPageUrl,7658,199,0.99,2,1,3,0
SubpageUrl,3991,969,0.61,3,2,3,1
SubpageUrl,1908,302,0.65,2,3,3,1
ProductUrl,1943,960,0.49,1,4,3,1
ContactorSupportUrl,7619,318,0.73,2,1,1,0
HomePageUrl,1647,766,0.98,2,2,1,1
HomePageUrl,620,736,0.7,3,3,2,1
ProductUrl,187,950,0.81,2,2,3,1
LoginUrl,1808,638,0.8,3,2,2,1
ContactorSupportUrl,6282,45,0.6,3,2,1,0
LoginUrl,8747,785,0.99,1,4,3,0
ErrorPageUrl,2275,300,0.49,1,1,2,1
HomePageUrl,5307,575,0.87,2,4,1,0
ErrorPageUrl,2914,619,0.25,1,1,3,1
ErrorPageUrl,2489,792,0.89,1,1,4,1
LoginUrl,4449,494,0.56,2,1,2,1
SubpageUrl,5272,539,0.37,3,2,1,0
HomePageUrl,1771,769,0.58,2,4,1,1
LoginUrl,3729,745,0.51,1,3,4,1
ErrorPageUrl,1405,916,0.16,2,2,3,1
ErrorPageUrl,4495,497,0.72,1,3,2,1
HomePageUrl,7000,901,0.43,2,4,3,0
ProductUrl,9916,553,0.44,1,1,3,0
ErrorPageUrl,6555,10,0.23,2,1,2,0
ProductUrl,3770,875,0.5,1,4,4,1
ContactorSupportUrl,7227,900,0.21,1,2,2,0
LoginUrl,2327,984,0.13,3,4,4,1
ProductUrl,23,296,0.63,3,2,3,1
SubpageUrl,6917,890,0.24,3,3,1,0
ProductUrl,173,205,0.76,3,4,3,1
ContactorSupportUrl,9174,478,0.62,1,4,1,0
ProductUrl,2281,490,0.81,2,3,2,1
ContactorSupportUrl,1533,806,0.95,2,4,2,1
HomePageUrl,9406,741,0.68,3,3,2,0
ErrorPageUrl,6600,95,0.9,3,3,3,0
ContactorSupportUrl,1986,214,0.96,1,4,4,1
SubpageUrl,3992,778,0.46,1,2,4,1
HomePageUrl,1377,903,0.21,2,4,3,1
SubpageUrl,1003,287,0.23,1,4,1,1
SubpageUrl,5959,205,0.86,2,1,3,0
LoginUrl,88,469,0.38,2,4,4,1
LoginUrl,5924,135,0.66,1,4,1,0
SubpageUrl,7450,922,0.86,1,4,4,0
SubpageUrl,5902,797,0.48,1,2,1,0
SubpageUrl,2084,350,0.46,2,3,3,1
ErrorPageUrl,766,986,0.94,2,3,2,1
LoginUrl,7749,109,0.45,3,4,2,0
ProductUrl,1320,213,0.35,2,1,4,1
HomePageUrl,6086,795,0.79,1,2,1,0
ErrorPageUrl,5083,892,0.93,1,4,2,0
ErrorPageUrl,1634,402,0.35,1,3,4,1
ErrorPageUrl,4757,695,0.69,3,4,1,1
HomePageUrl,9409,84,0.28,1,2,2,0
HomePageUrl,3782,428,0.14,2,3,3,1
ProductUrl,7250,784,0.7,1,1,3,0
ProductUrl,3796,656,0.11,2,4,1,1
LoginUrl,1473,154,0.76,1,3,3,1
SubpageUrl,8512,586,0.76,2,3,2,0
ErrorPageUrl,7425,52,0.97,2,1,4,0
SubpageUrl,3347,711,0.16,3,1,1,1
LoginUrl,1861,793,0.25,1,2,4,1
ContactorSupportUrl,9890,594,0.32,2,3,3,0
SubpageUrl,812,463,0.56,1,1,2,1
ContactorSupportUrl,1465,221,0.14,1,1,1,1
ContactorSupportUrl,8909,331,0.3,1,1,3,0
ContactorSupportUrl,6923,184,0.7,1,1,4,0
ProductUrl,477,103,0.59,3,3,2,1
LoginUrl,9389,167,0.54,1,2,1,0
ProductUrl,484,187,0.22,2,2,3,1
HomePageUrl,1243,699,0.88,2,3,4,1
ContactorSupportUrl,6324,906,0.15,2,2,2,0
SubpageUrl,8151,383,0.94,3,2,4,0
ErrorPageUrl,8813,950,0.7,3,3,3,0
ProductUrl,9489,655,0.29,3,1,2,0
HomePageUrl,9481,179,0.6,3,1,2,0
ProductUrl,617,4,0.42,1,4,1,1
ContactorSupportUrl,1181,330,0.98,1,1,3,1
SubpageUrl,8121,645,0.2,2,4,1,0
HomePageUrl,3323,713,0.23,1,4,2,1
ContactorSupportUrl,1468,514,0.57,2,1,3,1
SubpageUrl,5003,33,0.92,2,3,1,1
SubpageUrl,9225,24,0.45,1,4,4,0
ProductUrl,8889,868,0.98,3,3,2,0
ProductUrl,3594,308,0.12,3,1,3,1
ContactorSupportUrl,5453,645,0.27,3,2,2,0
ContactorSupportUrl,8275,365,0.83,2,1,1,0
ErrorPageUrl,221,707,0.53,1,1,4,1
ProductUrl,6956,142,0.12,3,2,3,0
ContactorSupportUrl,9370,559,0.84,2,4,1,0
HomePageUrl,926,546,0.84,1,2,4,1
HomePageUrl,152,166,0.17,3,1,2,1
SubpageUrl,3057,619,0.96,1,2,4,1
SubpageUrl,1149,829,0.93,1,1,2,1
LoginUrl,1908,499,0.39,3,3,2,1
ContactorSupportUrl,4515,247,0.99,1,4,4,1
ProductUrl,2960,895,0.79,2,4,2,1
LoginUrl,6504,179,0.2,2,4,2,0
ContactorSupportUrl,1569,27,0.13,1,4,3,1
ContactorSupportUrl,3923,6,0.85,3,1,2,1
LoginUrl,9956,416,0.48,3,1,3,0
ErrorPageUrl,2560,2,0.35,3,4,2,1
ProductUrl,2137,674,0.85,2,1,2,1
ContactorSupportUrl,1317,930,0.38,1,3,4,1
SubpageUrl,7916,280,0.17,2,1,4,0
ContactorSupportUrl,3851,293,0.5,2,2,3,1
ContactorSupportUrl,5160,825,0.94,1,1,3,0
LoginUrl,4343,921,0.69,3,3,4,1
ContactorSupportUrl,4247,189,0.77,2,3,4,1
SubpageUrl,4784,464,0.17,2,2,4,1
